command,value,config_file,line,section,baseline_action,notes
r.Lumen.ScreenProbeGather.IntegrationTileClassification,1,Config/DefaultScalability.ini,537,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,32,Config/DefaultScalability.ini,538,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget,100,Config/DefaultScalability.ini,539,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenSpaceBentNormal,1,Config/DefaultScalability.ini,540,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.DownsampleFactor,16,Config/DefaultScalability.ini,541,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,8,Config/DefaultScalability.ini,542,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.StochasticInterpolation,0,Config/DefaultScalability.ini,543,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,1,Config/DefaultScalability.ini,544,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,1,Config/DefaultScalability.ini,545,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.TraceFromVolume,1,Config/DefaultScalability.ini,546,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.TracingOctahedronResolution,3,Config/DefaultScalability.ini,547,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.RadianceCache.ProbeResolution,8,Config/DefaultScalability.ini,548,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.RadianceCache.NumProbesToTraceBudget,200,Config/DefaultScalability.ini,549,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCaptureRefreshFraction,0.125,Config/DefaultScalability.ini,550,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCapturesPerFrame,100,Config/DefaultScalability.ini,551,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCameraDistanceTexelDensityScale,100,Config/DefaultScalability.ini,552,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.MeshCardsMinSize,10,Config/DefaultScalability.ini,553,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardMaxResolution,64,Config/DefaultScalability.ini,554,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.gs.LumenDisableStaticMeshAffectIndirectLighting,0,Config/DefaultScalability.ini,555,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.CloudTransmittance,1,Config/DefaultScalability.ini,556,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.OffscreenShadowing,1,Config/DefaultScalability.ini,557,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular,0.8,Config/DefaultScalability.ini,558,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.AtlasSize,4096,Config/DefaultScalability.ini,559,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal,1,Config/DefaultScalability.ini,560,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.AdaptiveProbeAllocationFraction,1,Config/DefaultScalability.ini,561,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceFieldRepresentHeightfields.MaxClipMap,5,Config/DefaultScalability.ini,562,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceField.MinMeshSDFRadiusInVoxels,0.5,Config/DefaultScalability.ini,563,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Skylight.LowerHemisphereColor.OverrideValue,-1,Config/DefaultScalability.ini,564,GlobalIlluminationQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.DiffuseIndirect.Allow,1,Config/DefaultScalability.ini,567,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SkylightIntensityMultiplier.OverrideValue,1,Config/DefaultScalability.ini,568,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.UpdateFactor,32,Config/DefaultScalability.ini,569,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.GridPixelSize,32,Config/DefaultScalability.ini,570,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity,1,Config/DefaultScalability.ini,571,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity.ProbeSpacing,4,Config/DefaultScalability.ini,572,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity.HemisphereProbeResolution,4,Config/DefaultScalability.ini,573,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.RadianceCache.Update.FrameInterval,0,Config/DefaultScalability.ini,574,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TraceMeshSDFs.Allow,1,Config/DefaultScalability.ini,575,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.SpatialFilterNumPasses,3,Config/DefaultScalability.ini,576,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.IntegrationTileClassification,1,Config/DefaultScalability.ini,577,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,32,Config/DefaultScalability.ini,578,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget,300,Config/DefaultScalability.ini,579,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenSpaceBentNormal,1,Config/DefaultScalability.ini,580,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.DownsampleFactor,16,Config/DefaultScalability.ini,581,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,8,Config/DefaultScalability.ini,582,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.StochasticInterpolation,0,Config/DefaultScalability.ini,583,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,1,Config/DefaultScalability.ini,584,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,1,Config/DefaultScalability.ini,585,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.TraceFromVolume,1,Config/DefaultScalability.ini,586,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.TracingOctahedronResolution,3,Config/DefaultScalability.ini,587,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.RadianceCache.ProbeResolution,8,Config/DefaultScalability.ini,588,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyVolume.RadianceCache.NumProbesToTraceBudget,200,Config/DefaultScalability.ini,589,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCaptureRefreshFraction,0.125,Config/DefaultScalability.ini,590,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCapturesPerFrame,300,Config/DefaultScalability.ini,591,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCameraDistanceTexelDensityScale,100,Config/DefaultScalability.ini,592,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.MeshCardsMinSize,10,Config/DefaultScalability.ini,593,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardMaxResolution,256,Config/DefaultScalability.ini,594,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.gs.LumenDisableStaticMeshAffectIndirectLighting,0,Config/DefaultScalability.ini,595,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.CloudTransmittance,1,Config/DefaultScalability.ini,596,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.OffscreenShadowing,1,Config/DefaultScalability.ini,597,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular,0.8,Config/DefaultScalability.ini,598,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.AtlasSize,4096,Config/DefaultScalability.ini,599,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal,1,Config/DefaultScalability.ini,600,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.AdaptiveProbeAllocationFraction,2,Config/DefaultScalability.ini,601,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceFieldRepresentHeightfields.MaxClipMap,5,Config/DefaultScalability.ini,602,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceField.MinMeshSDFRadiusInVoxels,0.5,Config/DefaultScalability.ini,603,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Skylight.LowerHemisphereColor.OverrideValue,-1,Config/DefaultScalability.ini,604,GlobalIlluminationQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SSR.Allow,0,Config/DefaultScalability.ini,608,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Allow,1,Config/DefaultScalability.ini,609,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.DownsampleFactor,2,Config/DefaultScalability.ini,610,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.RadianceCache,1,Config/DefaultScalability.ini,611,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.TraceMeshSDFs,0,Config/DefaultScalability.ini,612,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Foliage,0,Config/DefaultScalability.ini,613,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.SSRTAA,0,Config/DefaultScalability.ini,614,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Allow,0,Config/DefaultScalability.ini,615,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Config/DefaultScalability.ini,616,ReflectionQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SSR.Allow,0,Config/DefaultScalability.ini,621,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Allow,1,Config/DefaultScalability.ini,622,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.DownsampleFactor,2,Config/DefaultScalability.ini,623,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.RadianceCache,1,Config/DefaultScalability.ini,624,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.TraceMeshSDFs,0,Config/DefaultScalability.ini,625,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Foliage,0,Config/DefaultScalability.ini,626,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.SSRTAA,0,Config/DefaultScalability.ini,627,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Allow,0,Config/DefaultScalability.ini,628,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Config/DefaultScalability.ini,629,ReflectionQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SSR.Allow,0,Config/DefaultScalability.ini,634,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Allow,1,Config/DefaultScalability.ini,635,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.DownsampleFactor,2,Config/DefaultScalability.ini,636,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.RadianceCache,0,Config/DefaultScalability.ini,637,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.TraceMeshSDFs,0,Config/DefaultScalability.ini,638,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Foliage,1,Config/DefaultScalability.ini,639,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.SSRTAA,0,Config/DefaultScalability.ini,640,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Allow,0,Config/DefaultScalability.ini,641,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Config/DefaultScalability.ini,642,ReflectionQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SSR.Allow,0,Config/DefaultScalability.ini,647,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Allow,1,Config/DefaultScalability.ini,648,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.DownsampleFactor,1,Config/DefaultScalability.ini,649,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.RadianceCache,0,Config/DefaultScalability.ini,650,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.TraceMeshSDFs,1,Config/DefaultScalability.ini,651,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Foliage,1,Config/DefaultScalability.ini,652,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.SSRTAA,1,Config/DefaultScalability.ini,653,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Allow,1,Config/DefaultScalability.ini,654,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Config/DefaultScalability.ini,655,ReflectionQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SSR.Allow,0,Config/DefaultScalability.ini,660,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Allow,1,Config/DefaultScalability.ini,661,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.DownsampleFactor,1,Config/DefaultScalability.ini,662,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.RadianceCache,0,Config/DefaultScalability.ini,663,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.TraceMeshSDFs,1,Config/DefaultScalability.ini,664,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.Reflections.Foliage,1,Config/DefaultScalability.ini,665,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.SSRTAA,1,Config/DefaultScalability.ini,666,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Allow,1,Config/DefaultScalability.ini,667,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Config/DefaultScalability.ini,668,ReflectionQuality@Cine,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MotionBlurQuality,3,Config/DefaultScalability.ini,674,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionMipLevelFactor,1.0,Config/DefaultScalability.ini,675,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionMaxQuality,60,Config/DefaultScalability.ini,676,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionLevels,-1,Config/DefaultScalability.ini,677,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionRadiusScale,1.5,Config/DefaultScalability.ini,678,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DepthOfFieldQuality,1,Config/DefaultScalability.ini,679,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.RenderTargetPoolMin,350,Config/DefaultScalability.ini,680,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LensFlareQuality,0,Config/DefaultScalability.ini,681,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SceneColorFringeQuality,0,Config/DefaultScalability.ini,682,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.EyeAdaptationQuality,2,Config/DefaultScalability.ini,683,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.BloomQuality,5,Config/DefaultScalability.ini,684,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.FastBlurThreshold,2,Config/DefaultScalability.ini,685,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Upscale.Quality,3,Config/DefaultScalability.ini,686,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Tonemapper.GrainQuantization,0,Config/DefaultScalability.ini,687,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightShaftQuality,0,Config/DefaultScalability.ini,688,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Filter.SizeScale,0.7,Config/DefaultScalability.ini,689,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Tonemapper.Quality,2,Config/DefaultScalability.ini,690,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Gather.AccumulatorQuality,0,Config/DefaultScalability.ini,692,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Gather.PostfilterMethod,2,Config/DefaultScalability.ini,693,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Gather.EnableBokehSettings,0,Config/DefaultScalability.ini,694,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Gather.RingCount,3,Config/DefaultScalability.ini,695,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Scatter.ForegroundCompositing,0,Config/DefaultScalability.ini,696,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Scatter.BackgroundCompositing,0,Config/DefaultScalability.ini,697,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Recombine.Quality,1,Config/DefaultScalability.ini,698,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.TemporalAAQuality,0,Config/DefaultScalability.ini,699,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Kernel.MaxForegroundRadius,0.006,Config/DefaultScalability.ini,700,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DOF.Kernel.MaxBackgroundRadius,0.006,Config/DefaultScalability.ini,701,PostProcessQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MotionBlurQuality,3,Config/DefaultScalability.ini,704,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionMipLevelFactor,1.0,Config/DefaultScalability.ini,705,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionMaxQuality,60,Config/DefaultScalability.ini,706,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionLevels,-1,Config/DefaultScalability.ini,707,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusionRadiusScale,1.5,Config/DefaultScalability.ini,708,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DepthOfFieldQuality,1,Config/DefaultScalability.ini,709,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.RenderTargetPoolMin,350,Config/DefaultScalability.ini,710,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LensFlareQuality,0,Config/DefaultScalability.ini,711,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SceneColorFringeQuality,0,Config/DefaultScalability.ini,712,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.EyeAdaptationQuality,2,Config/DefaultScalability.ini,713,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.BloomQuality,5,Config/DefaultScalability.ini,714,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.FastBlurThreshold,2,Config/DefaultScalability.ini,715,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Upscale.Quality,3,Config/DefaultScalability.ini,716,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Tonemapper.GrainQuantization,0,Config/DefaultScalability.ini,717,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightShaftQuality,0,Config/DefaultScalability.ini,718,PostProcessQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
