"command","value","kind","type","default","prefix","module","platform_text","runtime_editable","startup_only","in_default_engine","in_scalability","scalability_group","scalability_sections","current_project_values","test_method","safe_test_values","config_target","test_priority","skip_or_review_reason","baseline_fps","test_fps","fps_delta_percent","quality_impact","recommendation","project_setting_value","notes","usage","help","flags","run_id","map","resolution","avg_gpu_ms","avg_renderthread_ms","avg_gamethread_ms","frames","duration_seconds","hitch_count","profile_csv","fpschart_log","fpschart_html","launch_notes","comparison_method","paired_baseline_fpschart_log","paired_test_fpschart_log","paired_baseline_avg_gpu_ms","paired_test_avg_gpu_ms"
"r.DOF.Gather.RingCount","2","CVar","int32","","r","Post Processing / Depth of Field","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality","","runtime_scalability_candidate","0;1;2;5;10","DefaultScalability.ini PostProcessQuality lower tiers","P0","","116.72","117.40","0.58","Medium/High: reduces DOF gather kernel ring count from the typical high-quality value. May visibly simplify bokeh blur.","dof_gather_ring_count_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 116.72 FPS, test 117.40 FPS, delta 0.58%. Baseline GPU 4.39 ms, test GPU 4.24 ms. Treat as quality/performance tradeoff until visual review.","r.DOF.Gather.RingCount=2","Number of rings for gathering kernels. Default is typically 5.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_DOF_Gather_RingCount_2_20260616_201831","<BenchmarkMap>","1280x720","4.24","6.99","8.25","280","2.39","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_201832).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.19.23\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.19.23\<BenchmarkMap>-2026.06.16-20.19.23-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.DOF.Gather.RingCount=2 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DOF_Gather_RingCount_2.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.19.20\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.19.23\<BenchmarkMap>-FPS-WindowsEditor.log","4.39","4.24"
"r.DOF.Kernel.MaxBackgroundRadius","0.0125","CVar","float","","r","Post Processing / Depth of Field","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality","","runtime_scalability_candidate","0;0.0125;0.025;0.0375","DefaultScalability.ini PostProcessQuality lower tiers","P0","","123.08","121.49","-1.29","Medium: halves maximum background blur radius. Can reduce DOF cost but changes cinematic blur strength.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","","Paired A/B same-process result on <BenchmarkMap>: baseline 123.08 FPS, test 121.49 FPS, delta -1.29%. Baseline GPU 4.13 ms, test GPU 4.02 ms. Treat as quality/performance tradeoff until visual review.","r.DOF.Kernel.MaxBackgroundRadius=0.0125","Maximum size of the background blurring radius in screen space.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_DOF_Kernel_MaxBackgroundRadius_0_0125_20260616_201937","<BenchmarkMap>","1280x720","4.02","7.04","7.85","280","2.30","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_201937).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.20.29\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.20.29\<BenchmarkMap>-2026.06.16-20.20.29-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.DOF.Kernel.MaxBackgroundRadius=0.0125 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DOF_Kernel_MaxBackgroundRadius_0_0125.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.20.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.20.29\<BenchmarkMap>-FPS-WindowsEditor.log","4.13","4.02"
"r.DOF.Kernel.MaxForegroundRadius","0.0125","CVar","float","","r","Post Processing / Depth of Field","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality","","runtime_scalability_candidate","0;0.0125;0.025;0.0375","DefaultScalability.ini PostProcessQuality lower tiers","P0","","111.70","115.45","3.36","Medium: halves maximum foreground blur radius. Can reduce DOF cost but changes foreground blur strength.","dof_foreground_radius_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 111.70 FPS, test 115.45 FPS, delta 3.36%. Baseline GPU 5.99 ms, test GPU 5.75 ms. Treat as quality/performance tradeoff until visual review.","r.DOF.Kernel.MaxForegroundRadius=0.0125","Maximum size of the foreground blurring radius in screen space.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_DOF_Kernel_MaxForegroundRadius_0_0125_20260616_202039","<BenchmarkMap>","1280x720","5.75","7.74","7.83","280","2.43","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_202040).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.21.32\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.21.32\<BenchmarkMap>-2026.06.16-20.21.32-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.DOF.Kernel.MaxForegroundRadius=0.0125 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DOF_Kernel_MaxForegroundRadius_0_0125.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.21.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.21.32\<BenchmarkMap>-FPS-WindowsEditor.log","5.99","5.75"
"r.DOF.TemporalAAQuality","0","CVar","int32","","r","Post Processing / Depth of Field","Windows D3D12 SM6 <GPU>","","","false","true","","PostProcessQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini PostProcessQuality lower tiers","P0","","","","","Medium: lowers temporal AA quality for DOF pass. May reduce blur stability or increase aliasing/noise around out-of-focus areas.","retest_required_environment_rhi_crash_before_apply","0","Invalid paired A/B attempt: launch crashed before first FPSChart and before command application. Log shows D3D12RHI CreateCommandQueue failure followed by EXCEPTION_ACCESS_VIOLATION during startup. Do not treat as command performance or quality evidence; retest in isolation after confirming D3D12/RHI stability.","r.DOF.TemporalAAQuality=0","Quality of temporal AA pass done in DOF.","ECVF_Scalability | ECVF_RenderThreadSafe","invalid_launch_r_DOF_TemporalAAQuality_0_20260616","<BenchmarkMap>","1280x720","","","","","","","","","","Launch crashed before FPSChart. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DOF_TemporalAAQuality_0.log. D3D12RHI failed before the test CVar could be applied.","launch_failed_before_fpschart_environment_invalid","","","",""
"r.TranslucencyLightingVolume.Batch","1","CVar","int32","","r","Translucency / Lighting Volume","Windows D3D12 SM6 <GPU>","","","false","true","","EffectsQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini EffectsQuality or DeviceProfile","P1","","","","","Low: batches supported lights for translucency lighting volume. Visual output should be equivalent for supported paths.","retest_required_gpu_memory_pressure_before_apply","1","Invalid paired A/B attempt: launch failed before first FPSChart and before command application. Log shows D3D12CreateDevice 0x8007000E / Failed to choose a D3D12 Adapter. nvidia-smi immediately after the failure showed <GPU> memory at 16195 MiB / 16376 MiB, so this is GPU memory pressure or adapter availability evidence, not command performance evidence.","r.TranslucencyLightingVolume.Batch=1","When enabled, batches supported lights into a single draw call for efficiency.","ECVF_RenderThreadSafe | ECVF_Scalability","invalid_launch_r_TranslucencyLightingVolume_Batch_1_20260616","<BenchmarkMap>","1280x720","","","","","","","","","","Launch failed before FPSChart. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TranslucencyLightingVolume_Batch_1.log. GPU memory was nearly full; retest after freeing VRAM.","launch_failed_before_fpschart_environment_invalid","","","",""
"r.TranslucencyLightingVolume.AsyncComputeClear","1","CVar","bool","","r","Translucency / Lighting Volume","Windows D3D12 SM6 <GPU>","","","false","true","","EffectsQuality","","runtime_scalability_candidate","1","DefaultScalability.ini EffectsQuality or DeviceProfile","P1","","","","","Low: clears translucency lighting volume using async compute. Visual output should be equivalent; performance depends on async compute pressure.","retest_required_d3d12_adapter_failure_before_apply","1","Invalid paired A/B attempt: launch failed before first FPSChart and before command application. Log shows D3D12CreateDevice 0x8007000E, Microsoft Basic Render Driver only, and Failed to choose a D3D12 Adapter. nvidia-smi still showed <GPU> present with 10407 MiB / 16376 MiB used, so this is a D3D12 adapter/environment failure, not command evidence.","r.TranslucencyLightingVolume.AsyncComputeClear=1","Whether to clear the translucency lighting volume using async compute.","ECVF_RenderThreadSafe | ECVF_Scalability","invalid_launch_r_TranslucencyLightingVolume_AsyncComputeClear_1_20260616","<BenchmarkMap>","1280x720","","","","","","","","","","Launch failed before FPSChart. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TranslucencyLightingVolume_AsyncComputeClear_1.log. Retest after D3D12 adapter availability is restored.","launch_failed_before_fpschart_environment_invalid","","","",""
"r.VolumetricFog.Filtering.Quality","0","CVar","int","","r","Post Processing / Volumetric Fog","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini EffectsQuality lower tiers","P1","","129.57","140.05","8.09","Medium: switches volumetric fog filtering to lower quality/trilinear path. Can reduce cost but may affect fog smoothness.","volumetric_fog_filter_quality_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 129.57 FPS, test 140.05 FPS, delta 8.09%. Baseline GPU 4.02 ms, test GPU 3.96 ms. Treat as quality/performance tradeoff until visual review.","r.VolumetricFog.Filtering.Quality=0","Volumetric fog filtering quality. 0 is trilinear.","ECVF_RenderThreadSafe | ECVF_Scalability","ab_r_VolumetricFog_Filtering_Quality_0_20260616_205520","<BenchmarkMap>","1280x720","3.96","7.13","6.20","280","2.00","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_205525).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.57.37\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.57.37\<BenchmarkMap>-2026.06.16-20.57.37-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.VolumetricFog.Filtering.Quality=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_VolumetricFog_Filtering_Quality_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.57.34\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.57.37\<BenchmarkMap>-FPS-WindowsEditor.log","4.02","3.96"
"r.Bloom.CacheKernel","1","CVar","int32","","r","Post Processing / Bloom","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","117.16","124.09","5.91","Low: caches FFT bloom kernel in spectral domain. Visual output should be equivalent; verify no bloom warmup or memory-side regression.","bloom_cache_kernel_candidate_visual_equivalent_review","1","Valid retest after D3D12 adapter recovery. Paired A/B same-process result on <BenchmarkMap>: baseline 117.16 FPS, test 124.09 FPS, delta 5.91%. Baseline GPU 6.01 ms, test GPU 6.06 ms. Treat as quality/performance tradeoff until visual review.","r.Bloom.CacheKernel=1","Whether to cache the kernel in spectral domain.","ECVF_RenderThreadSafe","ab_r_Bloom_CacheKernel_1_20260616_205827","<BenchmarkMap>","1280x720","6.06","8.05","5.93","280","2.26","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_205827).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.59.16\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.59.16\<BenchmarkMap>-2026.06.16-20.59.16-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Bloom.CacheKernel=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Bloom_CacheKernel_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.59.13\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-20.59.16\<BenchmarkMap>-FPS-WindowsEditor.log","6.01","6.06"
"r.DOF.TemporalAAQuality","0","CVar","int32","","r","Post Processing / Depth of Field","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini PostProcessQuality lower tiers","P0","","125.12","135.19","8.05","Medium: lowers depth-of-field temporal AA quality. Can improve performance but may change bokeh stability, shimmer, or temporal noise.","dof_temporal_aa_quality_candidate_visual_review_required","0","Valid retest after D3D12 adapter recovery. Paired A/B same-process result on <BenchmarkMap>: baseline 125.12 FPS, test 135.19 FPS, delta 8.05%. Baseline GPU 5.09 ms, test GPU 5.07 ms. Treat as quality/performance tradeoff until visual review.","r.DOF.TemporalAAQuality=0","Quality of temporal AA pass done in DOF.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_DOF_TemporalAAQuality_0_20260616_205926","<BenchmarkMap>","1280x720","5.07","7.39","5.79","280","2.07","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_205927).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.00.15\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.00.15\<BenchmarkMap>-2026.06.16-21.00.15-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.DOF.TemporalAAQuality=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DOF_TemporalAAQuality_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.00.12\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.00.15\<BenchmarkMap>-FPS-WindowsEditor.log","5.09","5.07"
"r.TranslucencyLightingVolume.Batch","1","CVar","int32","","r","Translucency / Lighting Volume","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini EffectsQuality or DeviceProfile","P1","","132.96","142.94","7.51","Low: enables batching for translucency lighting volume work. Expected visual output equivalent; verify fog/translucency scenes.","translucency_lighting_volume_batch_candidate_visual_equivalent_review","1","Valid retest after D3D12 adapter recovery. Paired A/B same-process result on <BenchmarkMap>: baseline 132.96 FPS, test 142.94 FPS, delta 7.51%. Baseline GPU 4.20 ms, test GPU 4.13 ms. Treat as quality/performance tradeoff until visual review.","r.TranslucencyLightingVolume.Batch=1","When enabled, batches supported lights into a single draw call for efficiency.","ECVF_RenderThreadSafe | ECVF_Scalability","ab_r_TranslucencyLightingVolume_Batch_1_20260616_210026","<BenchmarkMap>","1280x720","4.13","6.99","6.07","280","1.96","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210026).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.01.14\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.01.14\<BenchmarkMap>-2026.06.16-21.01.14-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TranslucencyLightingVolume.Batch=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TranslucencyLightingVolume_Batch_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.01.11\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.01.14\<BenchmarkMap>-FPS-WindowsEditor.log","4.20","4.13"
"r.TranslucencyLightingVolume.AsyncComputeClear","1","CVar","bool","","r","Translucency / Lighting Volume","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality","","runtime_scalability_candidate","1","DefaultScalability.ini EffectsQuality or DeviceProfile","P1","","131.07","141.77","8.16","Low: clears translucency lighting volume on async compute where supported. Expected visual output equivalent; verify async contention on target hardware.","translucency_lighting_volume_async_clear_candidate_visual_equivalent_review","1","Valid retest after D3D12 adapter recovery. Paired A/B same-process result on <BenchmarkMap>: baseline 131.07 FPS, test 141.77 FPS, delta 8.16%. Baseline GPU 4.23 ms, test GPU 3.99 ms. Treat as quality/performance tradeoff until visual review.","r.TranslucencyLightingVolume.AsyncComputeClear=1","Whether to clear the translucency lighting volume using async compute.","ECVF_RenderThreadSafe | ECVF_Scalability","ab_r_TranslucencyLightingVolume_AsyncComputeClear_1_20260616_210125","<BenchmarkMap>","1280x720","3.99","7.04","6.20","280","1.97","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210125).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.02.14\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.02.14\<BenchmarkMap>-2026.06.16-21.02.14-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TranslucencyLightingVolume.AsyncComputeClear=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TranslucencyLightingVolume_AsyncComputeClear_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.02.11\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.02.14\<BenchmarkMap>-FPS-WindowsEditor.log","4.23","3.99"
"r.NormalMapsForStaticLighting","1","CVar","int32","","r","材质","Windows D3D12 SM6 <GPU>","true","false","true","false","false","","","runtime_renderer_setting_candidate","0;1","DefaultEngine.ini [/Script/Engine.RendererSettings]","P0","","129.86","141.30","8.81","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 129.86 FPS, test 141.30 FPS, delta 8.81%. Baseline GPU 4.51 ms, test GPU 4.40 ms. Treat as quality/performance tradeoff until visual review.","r.NormalMapsForStaticLighting=1","Whether to allow any static lighting to use normal maps for lighting computations.","ECVF_Default","ab_r_NormalMapsForStaticLighting_1_20260616_210549","<BenchmarkMap>","1280x720","4.40","7.07","6.12","280","1.98","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210549).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.06.38\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.06.38\<BenchmarkMap>-2026.06.16-21.06.38-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.NormalMapsForStaticLighting=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_NormalMapsForStaticLighting_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.06.35\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.06.38\<BenchmarkMap>-FPS-WindowsEditor.log","4.51","4.40"
"r.Streaming.MipBias","0","CVar","float","","r","材质","Windows D3D12 SM6 <GPU>","true","false","false","true","true","TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine","","runtime_scalability_candidate","0","DefaultScalability.ini","P0","","115.55","123.79","7.13","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 115.55 FPS, test 123.79 FPS, delta 7.13%. Baseline GPU 6.09 ms, test GPU 5.99 ms. Treat as quality/performance tradeoff until visual review.","r.Streaming.MipBias=0","0..x reduce texture quality for streaming by a floating point number.\n","ECVF_Scalability","ab_r_Streaming_MipBias_0_20260616_210648","<BenchmarkMap>","1280x720","5.99","8.07","6.02","280","2.26","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210648).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.07.37\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.07.37\<BenchmarkMap>-2026.06.16-21.07.37-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Streaming.MipBias=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Streaming_MipBias_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.07.34\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.07.37\<BenchmarkMap>-FPS-WindowsEditor.log","6.09","5.99"
"r.AlphaInvertPass","1","CVar","bool","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","true","false","false","","","runtime_renderer_setting_candidate","1","DefaultEngine.ini [/Script/Engine.RendererSettings]","P0","","115.95","123.60","6.60","untested","invalid_retest_required_repeated_pair_high_variance","","High variance repeated-pair result; do not adopt until retested with more pairs or alternate scene. Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 115.95 FPS, test 123.60 FPS, delta 6.60%. Baseline GPU 6.13 ms, test GPU 6.10 ms. Treat as quality/performance tradeoff until visual review.","r.AlphaInvertPass=1","Whether to run a render pass to un-invert the alpha value from unreal standard to the much more common standard where alpha 0 is fully transparent and alpha 1 is fully opaque.","ECVF_RenderThreadSafe","ab_r_AlphaInvertPass_1_20260616_210747","<BenchmarkMap>","1280x720","6.10","8.08","5.93","280","2.27","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210748).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.08.37\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.08.37\<BenchmarkMap>-2026.06.16-21.08.37-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.AlphaInvertPass=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_AlphaInvertPass_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.08.34\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.08.37\<BenchmarkMap>-FPS-WindowsEditor.log","6.13","6.10"
