command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
r.Nanite.MaterialBuffers.PrimitiveDataMinSizeBytes,CVar,int32,4 * 1024,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.MaterialBuffers.PrimitiveDataMinSizeBytes=<值>` / `r.Nanite.MaterialBuffers.PrimitiveDataMinSizeBytes <值>` 或 INI 中配置,The smallest size (in bytes) of the Nanite per-primitive material data buffer.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Nanite.MinMaterialQuality,CVar,int32,0,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.MinMaterialQuality=<值>` / `r.Nanite.MinMaterialQuality <值>` 或 INI 中配置,Setting material quality below this value disables nanite support.\n,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Nanite.ProjectEnabled,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.ProjectEnabled=<值>` / `r.Nanite.ProjectEnabled <值>` 或 INI 中配置,This setting allows you to disable Nanite on platforms that support it to reduce the number of shaders. It cannot be used to force Nanite on on unsupported platforms.\n,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Nanite.Streaming.Debug.ReservedResourceIgnoreInitialRootAllocation,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.Debug.ReservedResourceIgnoreInitialRootAllocation=<值>` / `r.Nanite.Streaming.Debug.ReservedResourceIgnoreInitialRootAllocation <值>` 或 INI 中配置,Ignore root page initial allocation size for reserved resources.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.Debug.ReservedResourceRootPageGrowOnly,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.Debug.ReservedResourceRootPageGrowOnly=<值>` / `r.Nanite.Streaming.Debug.ReservedResourceRootPageGrowOnly <值>` 或 INI 中配置,Root page allocator only grows.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.DynamicallyGrowAllocations,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.DynamicallyGrowAllocations=<值>` / `r.Nanite.Streaming.DynamicallyGrowAllocations <值>` 或 INI 中配置,Determines if root page and imposter allocations are allowed to grow dynamically from initial allocation set by r.Nanite.Streaming.NumInitialRootPages and r.Nanite.Streaming.NumInitialImposters,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.Imposters,CVar,string,,r,后处理,All,false,true,false,false,false,,Config/DefaultEngine.ini:116=0,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.Imposters=<值>` / `r.Nanite.Streaming.Imposters <值>` 或 INI 中配置,Load imposters used for faster rendering of distant objects. Requires additional memory and might not be worthwhile for scenes with HLOD or no distant objects.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.MaxPageInstallsPerFrame,CVar,string,,r,Nanite,All,false,true,false,false,false,,Config/DefaultEngine.ini:115=32,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.MaxPageInstallsPerFrame=<值>` / `r.Nanite.Streaming.MaxPageInstallsPerFrame <值>` 或 INI 中配置,Maximum number of pages that can be installed per frame. Limiting this can limit the overhead of streaming.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.MaxPendingPages,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.MaxPendingPages=<值>` / `r.Nanite.Streaming.MaxPendingPages <值>` 或 INI 中配置,Maximum number of pages that can be pending for installation.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.NumInitialImposters,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.NumInitialImposters=<值>` / `r.Nanite.Streaming.NumInitialImposters <值>` 或 INI 中配置,Number of imposters in initial allocation. Allowed to grow on demand if r.Nanite.Streaming.DynamicallyGrowAllocations is enabled.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.NumInitialRootPages,CVar,string,,r,Nanite,All,false,true,false,false,false,,Config/DefaultEngine.ini:119=1024,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.NumInitialRootPages=<值>` / `r.Nanite.Streaming.NumInitialRootPages <值>` 或 INI 中配置,Number of root pages in initial allocation. Allowed to grow on demand if r.Nanite.Streaming.DynamicallyGrowAllocations is enabled.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Nanite.Streaming.ReservedResources,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Streaming.ReservedResources=<值>` / `r.Nanite.Streaming.ReservedResources <值>` 或 INI 中配置,Allow allocating Nanite GPU resources as reserved resources for better memory utilization and more efficient resizing (EXPERIMENTAL),ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Nanite.Voxels.UseSourceMeshUVDensity,CVar,bool,1,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,0,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Nanite.Voxels.UseSourceMeshUVDensity=<值>` / `r.Nanite.Voxels.UseSourceMeshUVDensity <值>` 或 INI 中配置,Use source mesh data when calculating UV densities for Nanite meshes that simplify into voxels.,ECVF_ReadOnly
r.OIT.SortedPixels,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,,startup_restart_required,0;1,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.OIT.SortedPixels=<值>` / `r.OIT.SortedPixels <值>` 或 INI 中配置,"Enable OIT rendering (project settings, can't be changed at runtime)",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.OIT.SortedTriangles,CVar,int32,1,r,光线追踪,All,false,true,true,false,false,,,startup_restart_required,0;1,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.OIT.SortedTriangles=<值>` / `r.OIT.SortedTriangles <值>` 或 INI 中配置,Enable per-instance triangle sorting to avoid invalid triangle ordering.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.OpenGL.DisableTextureStreamingSupport,CVar,int32,0,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.OpenGL.DisableTextureStreamingSupport=<值>` / `r.OpenGL.DisableTextureStreamingSupport <值>` 或 INI 中配置,,ECVF_ReadOnly
r.OverrideShaderDebugDir,CVar,FString,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.OverrideShaderDebugDir=<值>` / `r.OverrideShaderDebugDir <值>` 或 INI 中配置,Override output location of shader debug files\n,ECVF_ReadOnly
r.PathTracing.Experimental,CVar,bool,false,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PathTracing.Experimental=<值>` / `r.PathTracing.Experimental <值>` 或 INI 中配置,Enables experimental features or rarely used modes of the path tracing renderer that require compiling additional shader permutations. Enabling this will increase startup time by compiling additional shaders.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.PathTracing.Substrate.CompileSimplifiedMaterials,CVar,bool,false,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PathTracing.Substrate.CompileSimplifiedMaterials=<值>` / `r.PathTracing.Substrate.CompileSimplifiedMaterials <值>` 或 INI 中配置,Compile a simplified representation of Substrate materials which merges all slabs into one. This is mainly intended for debugging purposes. Enabling this double the number of path tracing shader permutations.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Photography.Available,CVar,int32,1,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Photography.Available=<值>` / `r.Photography.Available <值>` 或 INI 中配置,"(Read-only) If 1, the photography system is potentially available to the user.\n",ECVF_ReadOnly
r.PrimitiveHasTileOffsetData,CVar,string,,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PrimitiveHasTileOffsetData=<值>` / `r.PrimitiveHasTileOffsetData <值>` 或 INI 中配置,"1 to upload lower-precision tileoffset primitive data to gpu, 0 to use higher-precision double float.\n",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.ProxyLODMeshReductionModule,CVar,string,ProxyLODMeshReduction,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ProxyLODMeshReductionModule=<值>` / `r.ProxyLODMeshReductionModule <值>` 或 INI 中配置,Name of the Proxy LOD reduction module to choose. If blank it chooses any that exist.\n,ECVF_ReadOnly
r.pso.PrecompileThreadPoolPercentOfHardwareThreads,CVar,string,,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.pso.PrecompileThreadPoolPercentOfHardwareThreads=<值>` / `r.pso.PrecompileThreadPoolPercentOfHardwareThreads <值>` 或 INI 中配置,"If > 0, use this percentage of cores (rounded up) for the PSO precompile thread pool\n",ECVF_RenderThreadSafe | ECVF_ReadOnly
r.pso.PrecompileThreadPoolSize,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.pso.PrecompileThreadPoolSize=<值>` / `r.pso.PrecompileThreadPoolSize <值>` 或 INI 中配置,The number of threads available for concurrent PSO Precompiling.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.pso.PrecompileThreadPoolSizeMax,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.pso.PrecompileThreadPoolSizeMax=<值>` / `r.pso.PrecompileThreadPoolSizeMax <值>` 或 INI 中配置,The maximum number of threads available for concurrent PSO Precompiling.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.pso.PrecompileThreadPoolSizeMin,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.pso.PrecompileThreadPoolSizeMin=<值>` / `r.pso.PrecompileThreadPoolSizeMin <值>` 或 INI 中配置,The minimum number of threads available for concurrent PSO Precompiling.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.PSO.RuntimeCreationHitchThreshold,CVar,int32,20,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1;10;20;40,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSO.RuntimeCreationHitchThreshold=<值>` / `r.PSO.RuntimeCreationHitchThreshold <值>` 或 INI 中配置,Threshold for runtime PSO creation to count as a hitch (in msec) (default 20),ECVF_ReadOnly | ECVF_RenderThreadSafe
r.PSOPrecache.BreakOnMaterialName,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.BreakOnMaterialName=<值>` / `r.PSOPrecache.BreakOnMaterialName <值>` 或 INI 中配置,Debug break when PSO precaching the requested material.\n,ECVF_ReadOnly
r.PSOPrecache.BreakOnPassName,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.BreakOnPassName=<值>` / `r.PSOPrecache.BreakOnPassName <值>` 或 INI 中配置,Debug break when PSO precaching the material set with r.PSOPrecache.BreakOnMaterialName and the given PSO Collector Pass name.\n,ECVF_ReadOnly
r.PSOPrecache.BreakOnShaderHash,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.BreakOnShaderHash=<值>` / `r.PSOPrecache.BreakOnShaderHash <值>` 或 INI 中配置,Debug break when PSO precaching the requested shader hash.\n,ECVF_ReadOnly
r.PSOPrecache.BreakValidationLogOnShaderHash,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.BreakValidationLogOnShaderHash=<值>` / `r.PSOPrecache.BreakValidationLogOnShaderHash <值>` 或 INI 中配置,Debug break when PSO miss info logs the requested shader hash.\n,ECVF_ReadOnly
r.PSOPrecache.Components,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.Components=<值>` / `r.PSOPrecache.Components <值>` 或 INI 中配置,Precache all possible used PSOs by components during Postload (default 1 if PSOPrecaching is enabled).,ECVF_ReadOnly
r.PSOPrecache.CustomDepth,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.CustomDepth=<值>` / `r.PSOPrecache.CustomDepth <值>` 或 INI 中配置,Also Precache PSOs with for custom depth pass.,ECVF_ReadOnly
r.PSOPrecache.D3D12.DriverCacheAware,CVar,string,,r,RHI/底层渲染接口,DirectX,false,true,false,false,false,,,startup_restart_required,,Platform Engine.ini or DeviceProfile if adopted,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.D3D12.DriverCacheAware=<值>` / `r.PSOPrecache.D3D12.DriverCacheAware <值>` 或 INI 中配置,"If enabled, the PSO precaching system will not precache PSOs that the D3D12 graphics driver considers similar for caching, i.e. it will not precache PSOs that while technically different will still result in a driver cache hit.\n",ECVF_ReadOnly
r.PSOPrecache.DeferredDecalMaterials,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.DeferredDecalMaterials=<值>` / `r.PSOPrecache.DeferredDecalMaterials <值>` 或 INI 中配置,Precache all possible required PSOs for loaded DeferredDecalPass Materials (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.DitheredLODFadingOutMaskPass,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.DitheredLODFadingOutMaskPass=<值>` / `r.PSOPrecache.DitheredLODFadingOutMaskPass <值>` 或 INI 中配置,Precache PSOs for DitheredLODFadingOutMaskPass.\n,ECVF_ReadOnly
r.PSOPrecache.DrawnComponentBoostStrategy,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.DrawnComponentBoostStrategy=<值>` / `r.PSOPrecache.DrawnComponentBoostStrategy <值>` 或 INI 中配置,Increase priority of queued precache PSOs which are also required by the component for rendering.\n,ECVF_ReadOnly
r.PSOPrecache.GlobalShaders,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.GlobalShaders=<值>` / `r.PSOPrecache.GlobalShaders <值>` 或 INI 中配置,Precache global shaders during startup (disable(0) - global compute shaders and registered global graphis PSOs(1) - all global shaders(2).\n,ECVF_ReadOnly
r.PSOPrecache.KeepGlobalComputePSOsInMemory,CVar,string,,r,RHI/底层渲染接口,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.KeepGlobalComputePSOsInMemory=<值>` / `r.PSOPrecache.KeepGlobalComputePSOsInMemory <值>` 或 INI 中配置,Keep global compute PSOs in memory when r.PSOPrecache.KeepInMemoryForActiveMaterials is enabled,ECVF_ReadOnly
r.PSOPrecache.KeepGlobalGraphicPSOsInMemory,CVar,string,,r,RHI/底层渲染接口,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.KeepGlobalGraphicPSOsInMemory=<值>` / `r.PSOPrecache.KeepGlobalGraphicPSOsInMemory <值>` 或 INI 中配置,Keep global graphic PSOs in memory when r.PSOPrecache.KeepInMemoryForActiveMaterials is enabled,ECVF_ReadOnly
r.PSOPrecache.KeepInMemoryForActiveMaterials,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.KeepInMemoryForActiveMaterials=<值>` / `r.PSOPrecache.KeepInMemoryForActiveMaterials <值>` 或 INI 中配置,Keep all precached PSOs in memory for loaded materials - if the material is released then all the PSOs unique for this material are also released.,ECVF_ReadOnly
r.PSOPrecache.KeepInMemoryUntilUsed,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.KeepInMemoryUntilUsed=<值>` / `r.PSOPrecache.KeepInMemoryUntilUsed <值>` 或 INI 中配置,"If enabled and if the underlying GPU vendor is NVIDIA or Qualcomm, precached PSOs will be kept in memory instead of being deleted immediately after creation, and will only be deleted once they are actually used for rendering or when the maximum limit of in-memory PSOs is reached.\n",ECVF_ReadOnly
r.PSOPrecache.KeepSlatePSOsInMemoryForActiveMaterials,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.KeepSlatePSOsInMemoryForActiveMaterials=<值>` / `r.PSOPrecache.KeepSlatePSOsInMemoryForActiveMaterials <值>` 或 INI 中配置,Keep slate PSOs in memory when r.PSOPrecache.KeepInMemoryForActiveMaterials is enabled (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.LandscapeGrassWeightPass,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.LandscapeGrassWeightPass=<值>` / `r.PSOPrecache.LandscapeGrassWeightPass <值>` 或 INI 中配置,Precaches PSOs for LandscapeGrassWeightPass (-1 use engine default)\n,ECVF_ReadOnly
r.PSOPrecache.LandscapeMeshProxyCreationStrategy,CVar,string,,r,景观/植被,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.LandscapeMeshProxyCreationStrategy=<值>` / `r.PSOPrecache.LandscapeMeshProxyCreationStrategy <值>` 或 INI 中配置,-1 : Use global PSOPrecache settings\n,ECVF_ReadOnly
r.PSOPrecache.LandscapeProxyCreationStrategy,CVar,string,,r,景观/植被,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.LandscapeProxyCreationStrategy=<值>` / `r.PSOPrecache.LandscapeProxyCreationStrategy <值>` 或 INI 中配置,-1 : Use global PSOPrecache settings (default)\n,ECVF_ReadOnly
r.PSOPrecache.LightMapPolicyMode,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.LightMapPolicyMode=<值>` / `r.PSOPrecache.LightMapPolicyMode <值>` 或 INI 中配置,Defines which light map policies should be checked during PSO precaching of the base pass.\n,ECVF_ReadOnly
r.PSOPrecache.NaniteLumenCardRequired,CVar,string,,r,Lumen,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.NaniteLumenCardRequired=<值>` / `r.PSOPrecache.NaniteLumenCardRequired <值>` 或 INI 中配置,Make nanite lumen card PSOs required before the component can be rendered with desired material or otherwise mesh is not added to LumenScene until PSOs are compiled (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.NaniteProgrammableRasterRequired,CVar,string,,r,Nanite,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.NaniteProgrammableRasterRequired=<值>` / `r.PSOPrecache.NaniteProgrammableRasterRequired <值>` 或 INI 中配置,Make nanite raster programmable raster PSOs required before the component can be rendered with desired material or otherwise fallback to fixed function pipeline untill programmable raster PSOs are ready (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.PostProcessingMaterial,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.PostProcessingMaterial=<值>` / `r.PSOPrecache.PostProcessingMaterial <值>` 或 INI 中配置,Precache all possible required PSOs for loaded PostProcessing Materials (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.PrecacheTranslucencyUnderWater,CVar,string,,r,水体,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.PrecacheTranslucencyUnderWater=<值>` / `r.PSOPrecache.PrecacheTranslucencyUnderWater <值>` 或 INI 中配置,Precache translucency under water pass permutations with different render target formats (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.ProjectedShadows,CVar,string,,r,阴影,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.ProjectedShadows=<值>` / `r.PSOPrecache.ProjectedShadows <值>` 或 INI 中配置,Also Precache PSOs with for projected shadows.,ECVF_ReadOnly
r.PSOPrecache.ProxyCreationDelayStrategy,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.ProxyCreationDelayStrategy=<值>` / `r.PSOPrecache.ProxyCreationDelayStrategy <值>` 或 INI 中配置,Control the component proxy creation strategy when the requested PSOs for precaching are still compiling. Ignored if r.PSOPrecache.ProxyCreationWhenPSOReady = 0.\n,ECVF_ReadOnly
r.PSOPrecache.ProxyCreationStrategy,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.ProxyCreationStrategy=<值>` / `r.PSOPrecache.ProxyCreationStrategy <值>` 或 INI 中配置,0 : Always create the proxy even when PSOs are still compiling\n,ECVF_ReadOnly
r.PSOPrecache.ProxyCreationWhenPSOReady,CVar,string,,r,通用,All,false,true,false,false,false,,Config/Windows/WindowsEngine.ini:11=1,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.ProxyCreationWhenPSOReady=<值>` / `r.PSOPrecache.ProxyCreationWhenPSOReady <值>` 或 INI 中配置,Delay the component proxy creation when the requested PSOs for precaching are still compiling.\n,ECVF_ReadOnly
r.PSOPrecache.Resources,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.Resources=<值>` / `r.PSOPrecache.Resources <值>` 或 INI 中配置,Precache all possible used PSOs by resources during Postload (default 0 if PSOPrecaching is enabled).,ECVF_ReadOnly
r.PSOPrecache.SkipSlateMaterialDrawOnPSOTooLate,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.SkipSlateMaterialDrawOnPSOTooLate=<值>` / `r.PSOPrecache.SkipSlateMaterialDrawOnPSOTooLate <值>` 或 INI 中配置,Skip draw of slate material batches when material based PSOs are still compiling and r.PSOPrecache.ProxyCreationStrategy != 0 (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.SlateMaterials,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.SlateMaterials=<值>` / `r.PSOPrecache.SlateMaterials <值>` 或 INI 中配置,Precache all possible required PSOs for loaded Slate Materials (-1 use engine default),ECVF_ReadOnly
r.PSOPrecache.TranslucencyAllPass,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.PSOPrecache.TranslucencyAllPass=<值>` / `r.PSOPrecache.TranslucencyAllPass <值>` 或 INI 中配置,Precache PSOs for TranslucencyAll pass.\n,ECVF_ReadOnly
