command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
r.MegaLights.IESProfiles,CVar,int32,1,r,渲染调试/可视化,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.IESProfiles=<值>` / `r.MegaLights.IESProfiles <值>` 或 INI 中配置,Whether to support IES profiles on lights.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Reset,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MegaLights.Reset=<值>` / `r.MegaLights.Reset <值>` 或 INI 中配置,Reset history for debugging.,ECVF_RenderThreadSafe
r.MegaLights.ResetEveryNthFrame,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MegaLights.ResetEveryNthFrame=<值>` / `r.MegaLights.ResetEveryNthFrame <值>` 或 INI 中配置,Reset history every Nth frame for debugging.,ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces,CVar,bool,true,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces=<值>` / `r.MegaLights.ScreenTraces <值>` 或 INI 中配置,Whether to trace screen space shadow rays.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.FirstPerson,CVar,bool,true,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.FirstPerson=<值>` / `r.MegaLights.ScreenTraces.FirstPerson <值>` 或 INI 中配置,Whether to trace screen space shadow rays from First Person Geometry pixels.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.FirstPerson.MinimumHitDistance,CVar,float,4.0f,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;2;4;6,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.FirstPerson.MinimumHitDistance=<值>` / `r.MegaLights.ScreenTraces.FirstPerson.MinimumHitDistance <值>` 或 INI 中配置,The minimum hit distance when handing off a ray to HWRT after missing in screen space but potentially intersecting first person world space representation primitives.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.FirstPerson.RelativeDepthThickness,CVar,float,0.2f,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;0.1;0.2;0.3,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.FirstPerson.RelativeDepthThickness=<值>` / `r.MegaLights.ScreenTraces.FirstPerson.RelativeDepthThickness <值>` 或 INI 中配置,"Determines depth thickness of objects hit by HZB tracing, as a relative depth threshold, when screen space ray hits First Person geometry.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.Hair,CVar,bool,true,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.Hair=<值>` / `r.MegaLights.ScreenTraces.Hair <值>` 或 INI 中配置,Whether to trace screen space shadow rays from pixels with a hair shading model (usually hair cards).,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.Hair.Bias,CVar,float,1.0f,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;0.5;1;1.5,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.Hair.Bias=<值>` / `r.MegaLights.ScreenTraces.Hair.Bias <值>` 或 INI 中配置,"Extra ray bias for rays starting from hair pixels. Increasing this value can reduce screen space trace noise on hair, but also removes some contact shadows.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.MaxDistance,CVar,int32,100,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;50;100;200,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.MaxDistance=<值>` / `r.MegaLights.ScreenTraces.MaxDistance <值>` 或 INI 中配置,Max distance in world space for screen space tracing.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.MaxIterations,CVar,int32,50,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;25;50;100,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.MaxIterations=<值>` / `r.MegaLights.ScreenTraces.MaxIterations <值>` 或 INI 中配置,Max iterations for HZB tracing.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.MinimumOccupancy,CVar,int32,0,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.MinimumOccupancy=<值>` / `r.MegaLights.ScreenTraces.MinimumOccupancy <值>` 或 INI 中配置,Minimum number of threads still tracing before aborting the trace. Can be used for scalability to abandon traces that have a disproportionate cost.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.Quality,CVar,int32,1,r,通用,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,,manual_or_excluded_diagnostic,0;1,DefaultScalability.ini,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.Quality=<值>` / `r.MegaLights.ScreenTraces.Quality <值>` 或 INI 中配置,Screen trace quality.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.RelativeDepthThickness,CVar,float,0.005f,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;0.0025;0.005;0.0075,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.RelativeDepthThickness=<值>` / `r.MegaLights.ScreenTraces.RelativeDepthThickness <值>` 或 INI 中配置,"Determines depth thickness of objects hit by HZB tracing, as a relative depth threshold.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.ScreenTraces.RelativeDepthThicknessWhenNoFallback,CVar,float,0.01f,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;0.005;0.01;0.015,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.ScreenTraces.RelativeDepthThicknessWhenNoFallback=<值>` / `r.MegaLights.ScreenTraces.RelativeDepthThicknessWhenNoFallback <值>` 或 INI 中配置,"Determines depth thickness of objects hit by HZB tracing, as a relative depth threshold, when there is no world space representation to resume the occluded ray.\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.TraceCompaction.ThreadGroupSize,CVar,int32,32,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;16;32;64,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.TraceCompaction.ThreadGroupSize=<值>` / `r.MegaLights.TraceCompaction.ThreadGroupSize <值>` 或 INI 中配置,"Size of the trace compaction threadgroup. Larger group is slower to compact, but cam make tracing faster due to improved coherency. Values: 8, 16, 32.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.TranslucencyVolume.DownsampleFactor,CVar,int32,2,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;2;4,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.TranslucencyVolume.DownsampleFactor=<值>` / `r.MegaLights.TranslucencyVolume.DownsampleFactor <值>` 或 INI 中配置,Downsample factor applied to Translucency Lighting Volume resolution. Affects the resolution at which rays are traced.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Transmission.SampleWeight,CVar,float,0.1f,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;0.05;0.1;0.15,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Transmission.SampleWeight=<值>` / `r.MegaLights.Transmission.SampleWeight <值>` 或 INI 中配置,"Assumed transmission value when evaluating the BSDF for the sample weight, before the transmission is actually traced and evaluated. Can be used to tweak sampling noise of surfaces with transmission.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Visualize,CVar,int32,0,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize=<值>` / `r.MegaLights.Visualize <值>` 或 INI 中配置,MegaLights visualization mode:,ECVF_RenderThreadSafe
r.MegaLights.Visualize.LightComplexity,CVar,int32,0,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.LightComplexity=<值>` / `r.MegaLights.Visualize.LightComplexity <值>` 或 INI 中配置,Whether to visualize light complexity.\n,ECVF_RenderThreadSafe
r.MegaLights.Visualize.LightComplexity.Dump,Command,string,,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`r.MegaLights.Visualize.LightComplexity.Dump`（可带参数，具体见帮助说明）,Dump the list of visualized lights to log.,
r.MegaLights.Visualize.LightComplexity.Freeze,CVar,int32,0,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.LightComplexity.Freeze=<值>` / `r.MegaLights.Visualize.LightComplexity.Freeze <值>` 或 INI 中配置,Whether to freeze the visualization.,ECVF_RenderThreadSafe
r.MegaLights.Visualize.LightComplexity.MaxLightSamplingCost,CVar,float,32.0f,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;16;32;48,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.LightComplexity.MaxLightSamplingCost=<值>` / `r.MegaLights.Visualize.LightComplexity.MaxLightSamplingCost <值>` 或 INI 中配置,Light sampling cost normalization factor. The normalized cost is used to colorize pixels in the heatmap view.,ECVF_RenderThreadSafe
r.MegaLights.Visualize.LightComplexity.MaxLightsToDisplay,CVar,int32,32,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;16;32;64,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.LightComplexity.MaxLightsToDisplay=<值>` / `r.MegaLights.Visualize.LightComplexity.MaxLightsToDisplay <值>` 或 INI 中配置,Maximum number of lights to display on screen.,ECVF_RenderThreadSafe
r.MegaLights.Visualize.ShadowCasterQuality.MissingProxyDistanceThreshold,CVar,float,50.0f,r,阴影,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;25;50;75,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.ShadowCasterQuality.MissingProxyDistanceThreshold=<值>` / `r.MegaLights.Visualize.ShadowCasterQuality.MissingProxyDistanceThreshold <值>` 或 INI 中配置,The distance in cm from the nanite mesh at which we should the raytracing proxy missing.,
r.MegaLights.Visualize.ShadowCasterQuality.PoorQualityDistanceThreshold,CVar,float,25.0f,r,阴影,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;12.5;25;37.5,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.ShadowCasterQuality.PoorQualityDistanceThreshold=<值>` / `r.MegaLights.Visualize.ShadowCasterQuality.PoorQualityDistanceThreshold <值>` 或 INI 中配置,The distance in cm at which we should consider meshes not representative of the nanite mesh.,
r.MegaLights.Visualize.TileClassification,CVar,int32,0,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Visualize.TileClassification=<值>` / `r.MegaLights.Visualize.TileClassification <值>` 或 INI 中配置,Whether to visualize tile classification.\n,ECVF_RenderThreadSafe
r.MegaLights.VisualizeRays,CVar,bool,0,r,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.VisualizeRays=<值>` / `r.MegaLights.VisualizeRays <值>` 或 INI 中配置,Whether to visualize traced rays.,ECVF_RenderThreadSafe
r.MegaLights.VisualizeRays.Heatmap.Max,CVar,int32,300,r,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;150;300;600,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.VisualizeRays.Heatmap.Max=<值>` / `r.MegaLights.VisualizeRays.Heatmap.Max <值>` 或 INI 中配置,Max ray heatmap range (red).,ECVF_RenderThreadSafe
r.MegaLights.VisualizeRays.Heatmap.Min,CVar,int32,50,r,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;25;50;100,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.VisualizeRays.Heatmap.Min=<值>` / `r.MegaLights.VisualizeRays.Heatmap.Min <值>` 或 INI 中配置,Min ray heatmap range (blue).,ECVF_RenderThreadSafe
r.MegaLights.VisualizeRays.MinIterations,CVar,int32,160,r,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;80;160;320,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.VisualizeRays.MinIterations=<值>` / `r.MegaLights.VisualizeRays.MinIterations <值>` 或 INI 中配置,Min number of iterations to visualize a ray. Increase this to filter out cheap rays and only show the costliest rays.,ECVF_RenderThreadSafe
r.MegaLights.Volume.DownsampleMode,CVar,int32,2,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;2;4,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Volume.DownsampleMode=<值>` / `r.MegaLights.Volume.DownsampleMode <值>` 或 INI 中配置,"Downsample mode applied for volume (Volumetric Fog and Lit Translucency) to sample and trace rays. Increases performance, but reduces quality.\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Volume.HZBOcclusionTest,CVar,int32,1,r,渲染管线,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Volume.HZBOcclusionTest=<值>` / `r.MegaLights.Volume.HZBOcclusionTest <值>` 或 INI 中配置,Whether to skip computation for cells occluded by HZB.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Volume.TraceCompaction.ThreadGroupSize,CVar,int32,8,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1;4;8;16,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Volume.TraceCompaction.ThreadGroupSize=<值>` / `r.MegaLights.Volume.TraceCompaction.ThreadGroupSize <值>` 或 INI 中配置,"Size of the volume trace compaction threadgroup. Larger group is slower to compact, but cam make tracing faster due to improved coherency. Values: 4, 8.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.Volume.WorldSpaceTraces,CVar,int32,1,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.Volume.WorldSpaceTraces=<值>` / `r.MegaLights.Volume.WorldSpaceTraces <值>` 或 INI 中配置,Whether to trace world space shadow rays for volume samples. Useful for debugging.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MegaLights.WorldSpaceTraces,CVar,bool,true,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MegaLights.WorldSpaceTraces=<值>` / `r.MegaLights.WorldSpaceTraces <值>` 或 INI 中配置,Whether to trace world space shadow rays for samples. Useful for debugging.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MeshDrawCommands.AllowOnDemandShaderCreation,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MeshDrawCommands.AllowOnDemandShaderCreation=<值>` / `r.MeshDrawCommands.AllowOnDemandShaderCreation <值>` 或 INI 中配置,How to create RHI shaders:\n,ECVF_RenderThreadSafe
r.MeshDrawCommands.BatchSize,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MeshDrawCommands.BatchSize=<值>` / `r.MeshDrawCommands.BatchSize <值>` 或 INI 中配置,Batch size of cache mesh draw commands when multithreading of draw command caching is enabled,ECVF_RenderThreadSafe
r.MeshDrawCommands.DumpStats,Command,string,,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`r.MeshDrawCommands.DumpStats`（可带参数，具体见帮助说明）,Dumps all of the Mesh Draw Command stats for a single frame to a csv file in the saved profile directory.\nOptionally pass in a category string to be appened to the filename,
r.MeshDrawCommands.LogDynamicInstancingStats,CVar,string,,r,渲染调试/可视化,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MeshDrawCommands.LogDynamicInstancingStats=<值>` / `r.MeshDrawCommands.LogDynamicInstancingStats <值>` 或 INI 中配置,Whether to log dynamic instancing stats on the next frame,ECVF_Scalability | ECVF_RenderThreadSafe
r.MeshDrawCommands.LogMeshDrawCommandMemoryStats,CVar,string,,r,渲染调试/可视化,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MeshDrawCommands.LogMeshDrawCommandMemoryStats=<值>` / `r.MeshDrawCommands.LogMeshDrawCommandMemoryStats <值>` 或 INI 中配置,Whether to log mesh draw command memory stats on the next frame,ECVF_Scalability | ECVF_RenderThreadSafe
r.MeshDrawCommands.Stats,CVar,int32,0,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MeshDrawCommands.Stats=<值>` / `r.MeshDrawCommands.Stats <值>` 或 INI 中配置,Show on screen mesh draw command stats.\n,ECVF_RenderThreadSafe
r.Metal.PersistentMappingMetallib,CVar,string,,r,RHI/底层渲染接口,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Metal.PersistentMappingMetallib=<值>` / `r.Metal.PersistentMappingMetallib <值>` 或 INI 中配置,Makes the metallib file mapping persistent.,ECVF_Default
r.MinScreenBoundsIgnoreDistance.Experimental,CVar,string,,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MinScreenBoundsIgnoreDistance.Experimental=<值>` / `r.MinScreenBoundsIgnoreDistance.Experimental <值>` 或 INI 中配置,Specifies a minimum distance at which screen bounds radius testing will begin and anything less will be ignored.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MinScreenBoundsRadius.Experimental,CVar,string,,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MinScreenBoundsRadius.Experimental=<值>` / `r.MinScreenBoundsRadius.Experimental <值>` 或 INI 中配置,Specifies a minimum value for the screen space radius of the projected bounding sphere for visibility tests.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MinScreenBoundsRadius.RuntimeReflection,CVar,string,,r,通用,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MinScreenBoundsRadius.RuntimeReflection=<值>` / `r.MinScreenBoundsRadius.RuntimeReflection <值>` 或 INI 中配置,"Specifies a minimum value for the screen space radius of the projected bounding sphere for visibility tests, for runtime reflection captures.",ECVF_Scalability | ECVF_RenderThreadSafe
r.MinScreenBoundsSphereRadiusCutoff.Experimental,CVar,string,,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.MinScreenBoundsSphereRadiusCutoff.Experimental=<值>` / `r.MinScreenBoundsSphereRadiusCutoff.Experimental <值>` 或 INI 中配置,Specifies a minimum value for the minimum size of a sphere radius needed for testing objects.,ECVF_Scalability | ECVF_RenderThreadSafe
r.MinScreenRadiusForDepthPrepass,CVar,string,,r,后处理,All,true,false,false,false,false,,Config/DefaultEngine.ini:265=0.200000,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MinScreenRadiusForDepthPrepass=<值>` / `r.MinScreenRadiusForDepthPrepass <值>` 或 INI 中配置,Threshold below which meshes will be culled from depth only pass.,ECVF_RenderThreadSafe
r.MinScreenRadiusForLights,CVar,string,,r,通用,All,true,false,false,false,false,,Config/DefaultEngine.ini:264=0.0200000,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MinScreenRadiusForLights=<值>` / `r.MinScreenRadiusForLights <值>` 或 INI 中配置,Threshold below which lights will be culled.,ECVF_RenderThreadSafe
r.Mobile.DesiredResY,CVar,int32,0,r,通用,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Mobile.DesiredResY=<值>` / `r.Mobile.DesiredResY <值>` 或 INI 中配置,"Desired mobile Y resolution (shortest axis) (non-zero == use for Y, calculate X to retain aspect ratio)",ECVF_Default
r.Mobile.DiffuseFromCapture,CVar,bool,false,r,通用,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Mobile.DiffuseFromCapture=<值>` / `r.Mobile.DiffuseFromCapture <值>` 或 INI 中配置,"Diffuse lighting comes from reflection captures on mobile, replacing sky lighting where present.  Default = false.",ECVF_RenderThreadSafe
r.Mobile.Forward.EnableIESProfiles,CVar,int32,0,r,渲染调试/可视化,All,false,true,false,false,false,,,manual_or_excluded_diagnostic,0;1,Manual source/config review required,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Mobile.Forward.EnableIESProfiles=<值>` / `r.Mobile.Forward.EnableIESProfiles <值>` 或 INI 中配置,,ECVF_ReadOnly | ECVF_MobileShaderChange
r.Mobile.Forward.LocalLightsSinglePermutation,CVar,string,,r,后处理,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Mobile.Forward.LocalLightsSinglePermutation=<值>` / `r.Mobile.Forward.LocalLightsSinglePermutation <值>` 或 INI 中配置,Whether to use the same permutation regardless of local lights state. This may improve RT time at expense of some GPU time,ECVF_Scalability | ECVF_RenderThreadSafe
r.Mobile.IgnoreDeferredShadingSkyLightChannels,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Mobile.IgnoreDeferredShadingSkyLightChannels=<值>` / `r.Mobile.IgnoreDeferredShadingSkyLightChannels <值>` 或 INI 中配置,,ECVF_RenderThreadSafe
r.Mobile.PixelFogDepthTest,CVar,int32,1,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Mobile.PixelFogDepthTest=<值>` / `r.Mobile.PixelFogDepthTest <值>` 或 INI 中配置,Whether to use depth and stencil tests for fog rendering,ECVF_RenderThreadSafe
r.Mobile.UseClusteredDeferredShading_ToBeRemoved,CVar,string,,r,Nanite,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Mobile.UseClusteredDeferredShading_ToBeRemoved=<值>` / `r.Mobile.UseClusteredDeferredShading_ToBeRemoved <值>` 或 INI 中配置,NOTE: The mobile clustered deferred shading implementation will be removed in a future release due to low utility and use.\n,ECVF_RenderThreadSafe
r.MorphTarget.Enable,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MorphTarget.Enable=<值>` / `r.MorphTarget.Enable <值>` 或 INI 中配置,Enables morph target rendering.\n,ECVF_RenderThreadSafe
r.MorphTarget.ForceUpdate,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.MorphTarget.ForceUpdate=<值>` / `r.MorphTarget.ForceUpdate <值>` 或 INI 中配置,Force morph target deltas to be calculated every frame.\n,ECVF_Default
